1,6
2,5
3,3
4,0
5,1
6,6
7,5
8,0
9,3
10,0
11,1
12,6
13,5
14,0
15,6
16,1
17,0
18,2
19,5
20,3
21,6
22,1
23,2
24,6
25,4
26,4
27,6
28,4
29,6
30,1
31,5
32,0
33,3
34,1
35,6
36,0
37,3
38,0
39,4
40,2
41,5
42,6
43,4
44,0
45,5
46,6
47,5
48,5
49,5
50,0
51,2
52,0
53,6
54,1
55,1
56,6
57,2
58,0
59,2
60,5
61,0
62,0
63,3
64,0
65,4
66,5
67,5
68,4
69,3
70,0
71,2
72,5
73,4
74,2
75,3
76,0
77,1
78,3
79,3
80,5
81,0
82,6
83,3
84,1
85,6
86,3
87,1
88,6
89,0
90,0
91,5
92,1
93,6
94,1
95,6
96,3
97,3
98,4
99,3
100,3
101,2
102,5
103,5
104,3
105,5
106,5
107,3
108,6
109,5
110,5
111,6
112,6
113,4
114,1
115,6
116,1
117,3
118,5
119,5
120,5
121,6
122,5
123,0
124,2
125,3
126,0
127,1
128,0
129,5
130,4
131,1
132,4
133,0
134,2
135,6
136,0
137,6
138,6
139,4
140,4
141,3
142,0
143,5
144,5
145,0
146,5
147,2
148,4
149,3
150,0
151,5
152,2
153,0
154,5
155,6
156,6
157,1
158,5
159,0
160,5
161,1
162,4
163,6
164,1
165,2
166,1
167,5
168,6
169,5
170,0
171,1
172,0
173,3
174,5
175,3
176,6
177,6
178,3
179,0
180,0
181,5
182,4
183,5
184,0
185,0
186,2
187,5
188,2
189,6
190,5
191,4
192,5
193,4
194,1
195,2
196,0
197,6
198,3
199,5
200,5
201,3
202,0
203,4
204,3
205,0
206,6
207,1
208,6
209,6
210,5
211,5
212,1
213,1
214,4
215,6
216,4
217,4
218,1
219,2
220,2
221,2
222,3
223,5
224,5
225,0
226,0
227,6
228,6
229,5
230,6
231,6
232,6
233,5
234,4
235,5
236,5
237,5
238,3
239,2
240,2
241,0
242,5
243,0
244,4
245,5
246,5
247,2
248,6
249,6
250,6
251,1
252,0
253,1
254,1
255,4
256,6
257,4
258,5
259,6
260,5
261,5
262,0
263,3
264,6
265,3
266,0
267,3
268,0
269,4
270,3
271,6
272,0
273,0
274,4
275,0
276,1
277,4
278,0
279,6
280,6
281,4
282,2
283,4
284,1
285,6
286,0
287,3
288,2
289,3
290,0
291,0
292,3
293,5
294,4
295,5
296,6
297,2
298,2
299,4
300,4
301,1
302,0
303,1
304,6
305,3
306,6
307,5
308,0
309,6
310,4
311,5
312,0
313,6
314,5
315,5
316,5
317,6
318,5
319,0
320,5
321,0
322,6
323,2
324,0
325,6
326,0
327,4
328,6
329,6
330,0
331,0
332,3
333,2
334,1
335,0
336,2
337,0
338,1
339,4
340,1
341,5
342,5
343,4
344,3
345,3
346,4
347,0
348,2
349,5
350,1
351,0
352,5
353,4
354,2
355,2
356,1
357,3
358,0
359,1
360,6
361,5
362,2
363,0
364,5
365,0
366,5
367,6
368,6
369,1
370,5
371,4
372,5
373,4
374,6
375,1
376,2
377,0
378,4
379,0
380,0
381,4
382,2
383,4
384,1
385,5
386,0
387,6
388,4
389,4
390,5
391,6
392,4
393,5
394,3
395,6
396,5
397,3
398,0
399,6
400,3
401,5
402,1
403,6
404,4
405,6
406,4
407,0
408,2
409,6
410,4
411,2
412,4
413,0
414,0
415,3
416,2
417,4
418,5
419,5
420,0
421,6
422,1
423,2
424,6
425,0
426,6
427,1
428,0
429,2
430,3
431,6
432,0
433,6
434,0
435,2
436,2
437,5
438,0
439,4
440,1
441,5
442,4
443,0
444,0
445,0
446,5
447,0
448,0
449,5
450,3
451,3
452,3
453,6
454,5
455,5
456,6
457,0
458,6
459,5
460,3
461,2
462,5
463,4
464,5
465,5
466,6
467,6
468,4
469,3
470,0
471,4
472,0
473,0
474,0
475,5
476,1
477,3
478,5
479,0
480,2
481,0
482,3
483,0
484,1
485,6
486,0
487,5
488,6
489,6
490,0
491,3
492,5
493,1
494,2
495,3
496,2
497,0
498,0
499,5
500,2
501,6
502,4
503,2
504,3
505,1
506,5
507,3
508,0
509,3
510,6
511,0
512,6
513,0
514,0
515,0
516,5
517,1
518,6
519,5
520,0
521,0
522,5
523,5
524,3
525,0
526,6
527,5
528,3
529,0
530,2
531,5
532,5
533,3
534,3
535,0
536,1
537,5
538,2
539,3
540,6
541,5
542,5
543,6
544,4
545,6
546,6
547,6
548,4
549,5
550,5
551,1
552,5
553,4
554,6
555,0
556,0
557,2
558,4
559,6
560,5
561,3
562,1
563,2
564,0
565,1
566,2
567,2
568,6
569,1
570,0
571,6
572,1
573,4
574,0
575,5
576,5
577,0
578,0
579,0
580,1
581,5
582,4
583,0
584,6
585,5
586,0
587,0
588,5
589,0
590,0
591,6
592,1
593,5
594,2
595,0
596,0
597,5
598,5
599,0
600,2
601,5
602,2
603,0
604,6
605,5
